dataset;colCounts_min;colMeans_entropy;colSums_entropy;colSums_max;colSums_skewness;nusers;ratings_kurtosis;ratings_sd;rowMeans_min;rowMeans_skewness;rowSums_entropy;rowSums_kurtosis;BiasedMatrixFactorization.NMAE;BiasedMatrixFactorization.RMSE;LatentFeatureLogLinearModel.NMAE;LatentFeatureLogLinearModel.RMSE;SigmoidCombinedAsymmetricFactorModel.NMAE;SigmoidItemAsymmetricFactorModel.MAE;UserItemBaseline.RMSE
amazon-apps.csv;-0.0382261532808471;0.393574540543528;0.301269090042805;0.139970016486979;0.0054388970447661;0.117666638541192;-0.048070061828603;0.118344900702183;-0.0275128462363579;-0.0419891636532695;-0.0497219748434326;-0.0285210670712273;-0.00328557126901133;-0.0449836200828476;-0.157933424354604;-0.101084484356541;-0.00174333321963523;0.0714409672953653;0.0926006691354707
amazon-automotive.csv;-0.0382261532808471;0.0848827009535554;-0.10397214355334;-0.0939752430857845;0.0917210388774097;0.0204320261323568;0.0639175205839306;0.0530945156851403;-0.0275128462363579;-0.043842047662513;-0.0773293007506492;-0.0336788609694739;-0.193114431346543;-0.0426405960104101;-0.0400822652256748;0.0123061106585728;-0.165880981400256;0.0719179707260795;0.0368736138599369
amazon-baby.csv;-0.0382261532808471;-0.0102862553782167;0.0414848456630378;-0.0880718653867111;-0.0555169718611594;-0.0453277568099892;0.00636744539917109;0.0579951096123627;-0.0275128462363579;-0.0420697643375549;-0.0636412857418499;-0.0340034512921838;-0.124062401309238;-0.0448174219692605;-0.0166508319379345;-0.0507872185949301;-0.107055682817684;0.0768683788886491;0.0391464905237487
amazon-beauty.csv;-0.0382261532808471;0.00333010251247418;-0.0378287514824163;-0.0476860530044147;0.123465526130489;0.0942811796027345;0.0180628301079601;0.0785729627980819;-0.0275128462363579;-0.0425348730448758;-0.0651623758939924;-0.0313352729745342;-0.179376333615786;-0.042739435523464;0.286985495808036;0.187786992094702;-0.154390219613964;0.117828219759951;0.0729107201181965
amazon-cd.csv;-0.0382261532808471;-0.163176249921169;-0.0717416187076597;-0.102812592414409;-0.0560418670007582;0.170086204078974;0.345802884555036;-0.166010384765803;-0.0275128462363579;0.812467994418934;0.0902529114490179;0.0047315964978181;-0.0339873344062488;0.620303946360341;0.0599173476568424;0.231047958669137;-0.18414145852954;-0.155131003190576;-0.0997419805064111
amazon-clothes.csv;-0.0382261532808471;0.022269290807729;-0.0632007336780085;-0.0909916632402744;0.0104978848019124;0.486728631397264;0.0326097201732408;0.00475759963828138;-0.0275128462363579;-0.0436450105940236;-0.0602373662949759;-0.0333094079064846;0.25519607905171;-0.049571250805116;0.0386388991291912;-0.0950550565452726;0.261799676967334;0.0997675387007488;-0.0231959293505222
amazon-digital-music.csv;-0.0382261532808471;-0.155320153302429;-0.117047656247896;-0.103119690894153;0.0422705830423542;-0.0563684263800097;0.659991323263326;-0.253017772741943;-0.0275128462363579;-0.0471623462205654;-0.0510862690178788;-0.024706487073291;-0.16493468361986;-0.0563392249066282;0.0165335876576158;-0.0447485291613836;-0.140953445430869;-0.292295114588915;-0.239550504618613
amazon-food.csv;-0.0382261532808471;-0.000226313522456345;-0.0420954014086777;-0.0625708800879927;0.0943857661163153;0.00335458045901695;0.109274843681146;0.0236353270689359;-0.0275128462363579;-0.0424659361159033;-0.049200741161274;-0.0284511797030542;-0.17570691154283;-0.0348158129517072;0.465440126996186;0.280456784018666;-0.154964090255722;0.0485718697925037;0.0676239720408259
amazon-games.csv;-0.0382261532808471;0.0274968217738924;0.0393630589882964;0.0470042197805626;0.126911922459544;0.0153571335603293;-0.0707133810807266;0.14244450070051;-0.0275128462363579;-0.0381409701665392;-0.0541034591510836;-0.0120398281178684;-0.156133075077802;-0.0431148498020494;-0.0275502112919955;-0.0231221841538571;-0.134849752605323;0.124559625615571;0.130135471764478
amazon-garden.csv;-0.0382261532808471;0.126404090009273;-0.0104890443838021;-0.0904412482727338;-0.0394107325567441;-0.0076852659329708;-0.0679710885371459;0.16288690830365;-0.0275128462363579;-0.0397446454394701;-0.110617378029778;-0.0333348428361151;-0.0768097765551222;-0.0430042621048815;-0.0352706218986988;-0.0727188620131467;-0.0587061846066393;0.191891544067663;0.13953095257517
amazon-health.csv;-0.0382261532808471;0.0632246062774555;0.0350976141654469;-0.00057950850772691;0.157125483147247;0.226164590177911;-0.00700081006133685;0.102331084192966;-0.0275128462363579;-0.0425757308238433;-0.0694694230632645;-0.0315873904507286;0.287944766786482;-0.0467478174553508;0.00293422133644762;-0.0967060168810178;0.296682634368634;0.18039243345654;0.0717151500356872
amazon-home.csv;-0.0382261532808471;0.0495379613914767;0.045960839953866;-0.0495688029148434;0.00683899237550049;0.362090010688497;-0.00761012022347503;0.0978746306179279;-0.0275128462363579;-0.0406638160104966;-0.0600345885859157;-0.032199260944525;-0.140534645430202;-0.0434006753832153;0.169250063573211;0.0312965492203446;-0.121043714979637;0.11290243828613;0.0802790906035215
amazon-instant-video.csv;-0.0382261532808471;0.182467990405132;0.209063738281691;-0.00357017524123108;-0.00189287081781973;-0.0669295947459417;0.212580293284534;-0.060999314522268;-0.0275128462363579;-0.0329906646457462;-0.140503133571263;-0.0265544285599853;-0.221194433125285;0.0732319549500672;-0.0435000981166783;0.421909835576877;-0.193791375022067;-0.140081101227424;0.136465340879834
amazon-instruments.csv;-0.0382261532808471;-0.0467015618146078;-0.0741877848855274;-0.085246559373069;0.085607153372275;-0.0849753035803274;0.134851278934549;-0.0232640198046208;-0.0275128462363579;-0.0456925822992411;-0.0934109819748894;-0.015482228149012;-0.100755204119771;-0.0483183104867905;0.0927428627241646;-0.0460330714881038;-0.0819860457291907;0.00362017579230677;-0.0351192924995028
amazon-kindle.csv;-0.0382261532808471;-0.000855747815703408;-0.0804523120227096;2.76015637664328e-05;0.592854163002308;0.127374377081649;0.129221926667854;-0.0809839403397084;-0.0275128462363579;-0.0458545001596321;0.0690946618685768;-0.0175929925627769;0.176911799099639;-0.0548926154214433;0.00313920430274947;-0.0965242727767395;0.206987272560552;-0.0253358182795586;-0.111493492005201
amazon-movies.csv;-0.0382261532808471;-0.0493038247916953;-0.00414815798858316;-0.114909910220314;-0.133037296969694;-0.139806780754126;0.000249506779745008;0.045459827340715;-0.0275128462363579;-0.0353413014175556;-0.067484426073538;-0.0335422750222004;-0.103621769790124;-0.0477428956846377;-0.0394568091063743;-0.0708947387911333;-0.076679645861029;0.0481018550167046;0.0920583201104068
