dataset;colCounts_min;colMeans_entropy;colSums_entropy;colSums_max;colSums_skewness;nusers;ratings_kurtosis;ratings_sd;rowMeans_min;rowMeans_skewness;rowSums_entropy;rowSums_kurtosis;BPRMF.MAP;MostPopular.AUC;WeightedBPRMF.AUC;WeightedBPRMF.MAP
amazon-health.csv;-0.0382261532808471;0.0632246062774555;0.0350976141654469;-0.00057950850772691;0.157125483147247;0.226164590177911;-0.00700081006133685;0.102331084192966;-0.0275128462363579;-0.0425757308238433;-0.0694694230632645;-0.0315873904507286;-0.0699753674374402;-0.0671614176131514;-0.137272924417668;-0.119146781651453
amazon-home.csv;-0.0382261532808471;0.0495379613914767;0.045960839953866;-0.0495688029148434;0.00683899237550049;0.362090010688497;-0.00761012022347503;0.0978746306179279;-0.0275128462363579;-0.0406638160104966;-0.0600345885859157;-0.032199260944525;-0.0781608736489907;-0.0651194062081178;-0.149909662055802;-0.124739673093655
amazon-instant-video.csv;-0.0382261532808471;0.182467990405132;0.209063738281691;-0.00357017524123108;-0.00189287081781973;-0.0669295947459417;0.212580293284534;-0.060999314522268;-0.0275128462363579;-0.0329906646457462;-0.140503133571263;-0.0265544285599853;-0.0242877480653982;0.0736673751601594;-0.201940900912037;-0.0985373026780825
amazon-instruments.csv;-0.0382261532808471;-0.0467015618146078;-0.0741877848855274;-0.085246559373069;0.085607153372275;-0.0849753035803274;0.134851278934549;-0.0232640198046208;-0.0275128462363579;-0.0456925822992411;-0.0934109819748894;-0.015482228149012;-0.0416070840038453;-0.119530441012579;-0.136582341486902;-0.101699616132827
amazon-kindle.csv;-0.0382261532808471;-0.000855747815703408;-0.0804523120227096;2.76015637664328e-05;0.592854163002308;0.127374377081649;0.129221926667854;-0.0809839403397084;-0.0275128462363579;-0.0458545001596321;0.0690946618685768;-0.0175929925627769;-0.0605204115139937;-0.110617849521836;-0.0373185551037356;-0.106843534174864
amazon-movies.csv;-0.0382261532808471;-0.0493038247916953;-0.00414815798858316;-0.114909910220314;-0.133037296969694;-0.139806780754126;0.000249506779745008;0.045459827340715;-0.0275128462363579;-0.0353413014175556;-0.067484426073538;-0.0335422750222004;-0.0454187334087598;-0.13329699122751;0.00201479689287204;0.228841942918153
amazon-office.csv;-0.0382261532808471;0.0993334723251158;0.0183461059639692;-0.0794140505539364;-0.0143659390386243;0.0323454702116218;-0.0825804476864151;0.179165830521416;-0.0275128462363579;-0.0379973499100088;-0.0992469063607103;-0.0327874353887194;-0.0692587782109251;-0.109212647856825;-0.129093742815307;-0.118587233309384
amazon-pet-supplies.csv;-0.0382261532808471;0.0403835434635956;0.0433534349808081;-0.0795959473457846;-0.0370465029638701;-0.0022953019689005;-0.0100668959440344;0.0976873627854359;-0.0275128462363579;-0.0408582507737274;-0.0695837146604631;-0.0334111271488135;-0.0688904635494916;-0.0658582907852395;-0.142455876467238;-0.114491770568363
amazon-phones.csv;-0.0382261532808471;0.215496254888263;0.102034662635148;0.0628977472552988;0.202666895620803;0.310526344510287;-0.156615145572253;0.228268821775009;-0.0275128462363579;-0.0246798217325548;-0.0881022012517518;-0.0321128801999488;-0.0683845530480013;-0.012068797383823;-0.175878740589229;-0.123056137488243
amazon-sports.csv;-0.0382261532808471;0.0031182208892513;-0.0242821046278523;-0.0717578492243258;0.0405319767347083;0.254852550414457;0.0686336474565645;0.0104419272496892;-0.0275128462363579;-0.0432412389266623;-0.0720871924254988;-0.0326592725059231;-0.0752329886467221;-0.122831832886767;-0.122605176701422;-0.122792359527345
amazon-tools.csv;-0.0382261532808471;0.0654742186691212;-0.0233509019978102;-0.0762462116205801;0.0142327753269813;0.0947345449042826;0.0219867908118608;0.074857984506152;-0.0275128462363579;-0.0419639483569445;-0.0739111907398168;-0.0324776245343827;-0.0717499583573006;-0.126350069456912;-0.128378058252568;-0.120245279227382
amazon-toys.csv;-0.0382261532808471;0.010949933489715;-0.0586768366646871;-0.0052828398398018;0.5247459645573;0.121578380552915;0.0390737158777765;0.0481164540933605;-0.0275128462363579;-0.042062704444297;-0.0536828287310833;0.0676275499941542;-0.0647499642410264;-0.134269189718002;-0.113490650681452;-0.113191223996298
bookcrossing.csv;-0.0382261532808471;-0.18199901765706;-0.221689733060862;-0.116821007682719;-0.0295228122382351;-0.138776573446114;0.0522058348710609;-0.379111813545967;-0.0275128462363579;-0.0416892850369409;0.341376828921522;-0.00635046098936626;-0.0262570933342956;-0.24664037567972;-0.021904095561623;-0.0100831597427044
flixter.csv;-0.0382261532808471;0.0942690873009429;0.34920933166879;0.197503735518965;-0.104037185378253;-0.124410264623703;-0.0541815983515378;-0.151427881277228;-0.0275128462363579;-0.0380321790219256;0.597226002765162;-0.0239573702989374;-0.0249905438589925;0.245403913944147;0.303116855548501;0.0771489080574473
jester1.csv;0.704081137858392;-0.269110661985387;-0.396381297592544;0.106408877242987;-0.158934096079789;-0.149646639368843;-0.201601997738336;0.0720191274040636;-0.0275128462363579;-0.0251336217854933;-0.203956803087082;-0.0343509657734105;0.573452429240628;0.375854354876836;0;0
jester2.csv;0.672060380252104;-0.273333047096183;-0.397640910013308;0.0898798921447812;-0.159014485594237;-0.149951832624493;-0.207666143930496;0.0874400222135576;-0.0275128462363579;-0.0257056690410625;-0.202275485673794;-0.0343509374247548;0.577136960583309;0.375539552648135;0;0
jester3.csv;-0.0382261532808471;-0.263128551242324;-0.159380153213093;0.0694743793138104;-0.153115198055999;-0.149655900121712;-0.22411028350012;0.12141850601336;-0.0275128462363579;-0.0268300686291839;-0.206412943333077;-0.0343508250609064;0.465031123004395;0.261194119248869;-0.0449058319941351;0.314750933871634
movielens100k.csv;-0.0382261532808471;-0.0348731167602779;-0.133824035239861;-0.118583280497248;-0.146839759171637;-0.154593939345791;-0.120644606168292;-0.0966644672721515;0.986271766075519;-0.0288065398684955;-0.0580816470136278;-0.0343464804720321;0.0866133296942197;-0.107889277615841;0.221405117845904;0.371940803106292
movielens10m.csv;-0.0382261532808471;-0.203714951008413;0.0596222958267308;0.2232244143455;-0.12794889765121;-0.14040749492354;-0.0800026549274228;-0.154947769613355;-0.0275128462363579;-0.0297205634017879;0.0387171636637729;-0.0342616564863775;-0.0225278583448193;0.259034250006713;0.31000762387698;0.124906453617577
movielens1m.csv;-0.0382261532808471;-0.140908891971895;-0.132098242924297;-0.0896238938574159;-0.143248215088388;-0.153545004737534;-0.112169676969752;-0.104765724103367;0.00419069843336132;-0.0310286549479741;-0.0124403761314288;-0.0343347565383994;0.0039692032091169;0.0518135814230325;0.249565116198176;0.098668311050453
movielens20m.csv;-0.0382261532808471;-0.150074779948168;0.27380485126113;0.554855338028741;-0.110490847129163;-0.12628690474391;-0.067440201105225;-0.161792270701794;-0.0275128462363579;-0.0305362453235578;0.0499378533598872;-0.0342555643351358;-0.0324946021722946;0.279949813014266;0.310402583653496;0.0802791635803726
movielens_latest.csv;-0.0382261532808471;-0.150214274708632;0.278163014721646;0.603438317524197;-0.109941778970861;-0.107648713520438;-0.0694322240546011;-0.156870653989669;-0.0275128462363579;-0.0344255078053186;0.199856462252195;-0.0342200103529354;-0.0461140593622169;0.280058406916592;0.304751095240579;0.0522722947652084
movietweetings_latest.csv;-0.0382261532808471;-0.0607502134261639;0.143800581915887;-0.0946910187731872;-0.0866572082504449;-0.147167638723156;0.0386079300496581;-0.282634291245885;-0.0275128462363579;-0.0444540253950609;0.32345112011591;-0.0341466225665106;-0.0395667098636942;0.0234981931659869;0.122560981369063;0.0344454642120291
movietweetings_recsys2014.csv;-0.0382261532808471;-0.0500110826311746;0.110451467762766;-0.0977501920906342;-0.0729782249473349;-0.149660839189909;0.0391328747089882;-0.28744792502845;-0.0275128462363579;0.536324371910317;0.238962790360021;-0.034175509284898;-0.00833303114094603;0.0264250818983468;0.0562605757921365;0.0576808139349399
tripadvisor.csv;-0.0382261532808471;0.149812797452109;-0.104308901779315;-0.0775360252355037;-0.126876816753582;0.00542898910159755;-0.0205629554553642;-0.037719161297338;-0.0275128462363579;-0.0302011372575236;-0.0780158660136026;0.980843581960289;-0.0780864906579637;-0.0679950001904058;0.152727958073101;0.448127026377463
yahoo-movies.csv;-0.0382261532808471;0.0814033863988006;0.134788660416979;-0.077559648195484;-0.0578530396122272;-0.15321532193541;0.0693934431191593;-0.0186555548342094;-0.0275128462363579;-0.0427242677961426;-0.0424524335638581;-0.0339263616385902;0.0603316472487521;0.0988271927388729;0.197358824321593;0.282302496281579
yahoo-music.csv;-0.0382261532808471;0.511232507426139;0.147999873786373;-0.10106213107987;-0.118397583571562;-0.153526277437289;-0.295184516432654;0.47877845509537;-0.0275128462363579;-0.0407459772642364;0.135574650332829;-0.0338519087691474;-0.0207417587938104;0.045590447446926;0.266544847669766;0.320738973859483
yelp.csv;-0.0382261532808471;-0.0206728319956128;-0.0770167465631188;-0.0752162505654396;-0.0761266929083213;-0.0411198765009768;-0.13833900075777;0.130721086765585;-0.0275128462363579;-0.0232419570191232;0.187801848050686;-0.0325359850496114;-0.0752250880022103;-0.0918928639847432;0.122626574813923;-0.0929511617732788
